Name,Light-Years From Earth,Planet-Mass,Stellar-magnitude,Discovery-Date
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 75784 b,279,1 Jupiter,7.84,2014
HD 75784 c,279,5.64 Jupiters,7.84,2018
HD 75898 b,255,2.71 Jupiters,8.03,2007
HD 76700 b,199,0.21 Jupiters,8.16,2002
HD 76920 b,600,3.93 Jupiters,7.83,2017
HD 77338 b,150,15.9 Earths,8.63,2012
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 75784 b,279,1 Jupiter,7.84,2014
HD 75784 c,279,5.64 Jupiters,7.84,2018
HD 75898 b,255,2.71 Jupiters,8.03,2007
HD 76700 b,199,0.21 Jupiters,8.16,2002
HD 76920 b,600,3.93 Jupiters,7.83,2017
HD 77338 b,150,15.9 Earths,8.63,2012
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 75784 b,279,1 Jupiter,7.84,2014
HD 75784 c,279,5.64 Jupiters,7.84,2018
HD 75898 b,255,2.71 Jupiters,8.03,2007
HD 76700 b,199,0.21 Jupiters,8.16,2002
HD 76920 b,600,3.93 Jupiters,7.83,2017
HD 77338 b,150,15.9 Earths,8.63,2012
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 80606 b,217,4.38 Jupiters,9.06,2001
HD 80653 b,358,5.6 Earths,9.452,2020
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 92788 c,113,3.67 Jupiters,7.31637,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 93083 b,93,0.37 Jupiters,8.3,2005
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 92788 c,113,3.67 Jupiters,7.31637,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 93083 b,93,0.37 Jupiters,8.3,2005
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HIP 114933 b,332,1.94 Jupiters,7.25,2021
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.25,2010
HIP 14810 b,165,3.9 Jupiters,8.520001,2005
HIP 14810 c,165,1.31 Jupiters,8.520001,2006
HIP 14810 d,165,0.59 Jupiters,8.520001,2009
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 48714 b,34,22.9 Earths,8.99,2020
HIP 5158 b,168,1.42 Jupiters,10.16,2009
HIP 5158 c,168,15.04 Jupiters,10.16,2011
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-120 b,944,4.7 Earths,14.092,2017
K2-121 b,553,0.138 Jupiters,13.229,2017
K2-122 b,235,1.92 Earths,13.105,2017
K2-123 b,527,8.05 Earths,14.781,2017
K2-124 b,458,8.75 Earths,16.692,2017
K2-125 b,405,5.39 Earths,16.4,2017
K2-126 b,336,4.54 Earths,12.759,2017
K2-127 b,2316,0.167 Jupiters,15.041,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-120 b,944,4.7 Earths,14.092,2017
K2-121 b,553,0.138 Jupiters,13.229,2017
K2-122 b,235,1.92 Earths,13.105,2017
K2-123 b,527,8.05 Earths,14.781,2017
K2-124 b,458,8.75 Earths,16.692,2017
K2-125 b,405,5.39 Earths,16.4,2017
K2-126 b,336,4.54 Earths,12.759,2017
K2-127 b,2316,0.167 Jupiters,15.041,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-120 b,944,4.7 Earths,14.092,2017
K2-121 b,553,0.138 Jupiters,13.229,2017
K2-122 b,235,1.92 Earths,13.105,2017
K2-123 b,527,8.05 Earths,14.781,2017
K2-124 b,458,8.75 Earths,16.692,2017
K2-125 b,405,5.39 Earths,16.4,2017
K2-126 b,336,4.54 Earths,12.759,2017
K2-127 b,2316,0.167 Jupiters,15.041,2017
K2-128 b,374,2.6 Earths,12.58,2017
K2-129 b,91,1.12 Earths,13.639,2017
K2-12 b,1065,6.04 Earths,12.38,2015
K2-130 b,385,2.1 Earths,12.676,2017
K2-131 b,497,6.3 Earths,12.129,2017
K2-132 b,1989,0.49 Jupiters,12.071,2017
K2-133 b,245,2.36 Earths,14.073,2017
K2-133 c,245,3.2 Earths,14.073,2017
K2-133 d,245,4.67 Earths,14.073,2017
K2-133 e,245,3.64 Earths,14.073,2019
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,1.019 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-141 c,202,7.4 Earths,11.454,2018
K2-146 b,259,5.77 Earths,16.7,2018
K2-146 c,259,7.49 Earths,16.7,2019
K2-147 b,295,2.48 Earths,14.044,2018
K2-148 b,406,2.33 Earths,13.627,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-155 b,237,3.89 Earths,12.773,2018
K2-155 c,237,7.27 Earths,12.773,2018
K2-155 d,237,4.27 Earths,12.773,2018
K2-156 b,490,1.6 Earths,13.4,2018
K2-157 b,973,1.18 Earths,12.942,2018
K2-158 b,644,7.46 Earths,11.774,2018
K2-158 c,644,2.18 Earths,11.774,2018
K2-159 b,558,5.73 Earths,11.995,2018
K2-15 b,1611,6.71 Earths,14.758,2015
K2-160 b,1029,10.2 Earths,12.838,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-195 b,1028,9.96 Earths,12.524,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-197 b,808,7.08 Earths,12.199,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 c,361,2.61 Earths,10.971,2019
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-195 b,1028,9.96 Earths,12.524,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-197 b,808,7.08 Earths,12.199,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 c,361,2.61 Earths,10.971,2019
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-195 b,1028,9.96 Earths,12.524,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-197 b,808,7.08 Earths,12.199,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 c,361,2.61 Earths,10.971,2019
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-195 b,1028,9.96 Earths,12.524,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-197 b,808,7.08 Earths,12.199,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 c,361,2.61 Earths,10.971,2019
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
